Year,Trustees Report,Exact age,Male Death Probability,Male Number of lives,Male Life Expectancy,Female Death Probability,Female Number of lives,Female Life Expectancy
2017,2020 Trustees Report,77,0.04,58611,9.94,0.03,71177,11.57
2017,2020 Trustees Report,78,0.05,56065,9.37,0.03,68981,10.92
2017,2020 Trustees Report,79,0.05,53383,8.82,0.04,66613,10.29
2017,2020 Trustees Report,80,0.06,50573,8.28,0.04,64068,9.68
2017,2020 Trustees Report,81,0.06,47629,7.76,0.05,61328,9.09
2017,2020 Trustees Report,82,0.07,44553,7.26,0.05,58385,8.52
2017,2020 Trustees Report,83,0.08,41361,6.79,0.06,55251,7.98
2017,2020 Trustees Report,84,0.09,38074,6.33,0.07,51946,7.45
2017,2020 Trustees Report,85,0.1,34718,5.89,0.07,48487,6.95
2017,2020 Trustees Report,86,0.11,31321,5.48,0.08,44887,6.47
2017,2020 Trustees Report,87,0.12,27915,5.08,0.09,41159,6.01
2017,2020 Trustees Report,88,0.13,24539,4.71,0.1,37326,5.57
2017,2020 Trustees Report,89,0.15,21241,4.37,0.12,33424,5.16
2017,2020 Trustees Report,90,0.17,18070,4.05,0.13,29503,4.78
2017,2020 Trustees Report,91,0.18,15080,3.75,0.15,25627,4.43
2017,2020 Trustees Report,92,0.2,12322,3.48,0.16,21866,4.11
2017,2020 Trustees Report,93,0.22,9837,3.23,0.18,18294,3.81
2017,2020 Trustees Report,94,0.24,7656,3.01,0.2,14982,3.55
2017,2020 Trustees Report,95,0.26,5798,2.81,0.22,11987,3.31
2017,2020 Trustees Report,96,0.28,4269,2.64,0.24,9363,3.09
2017,2020 Trustees Report,97,0.3,3057,2.49,0.26,7136,2.9
2017,2020 Trustees Report,98,0.32,2129,2.36,0.27,5308,2.73
2017,2020 Trustees Report,99,0.34,1445,2.24,0.29,3854,2.58
2017,2020 Trustees Report,100,0.35,958,2.12,0.31,2735,2.42
2017,2020 Trustees Report,101,0.37,619,2.01,0.33,1893,2.28
2017,2020 Trustees Report,102,0.39,388,1.9,0.35,1276,2.14
2017,2020 Trustees Report,103,0.41,237,1.8,0.37,835,2.01
2017,2020 Trustees Report,104,0.43,140,1.7,0.39,529,1.88
2017,2020 Trustees Report,105,0.45,80,1.6,0.41,323,1.76
2017,2020 Trustees Report,106,0.47,44,1.51,0.44,190,1.65
2017,2020 Trustees Report,107,0.5,23,1.42,0.46,107,1.54
2017,2020 Trustees Report,108,0.52,11,1.34,0.49,58,1.44
2017,2020 Trustees Report,109,0.55,5,1.26,0.52,29,1.34
2017,2020 Trustees Report,110,0.58,2,1.18,0.55,14,1.24
2017,2020 Trustees Report,111,0.61,1,1.1,0.58,6,1.15
2017,2020 Trustees Report,112,0.64,0,1.03,0.62,3,1.06
2017,2020 Trustees Report,113,0.67,0,0.96,0.66,1,0.98
2017,2020 Trustees Report,114,0.7,0,0.9,0.7,0,0.91
2017,2020 Trustees Report,115,0.74,0,0.84,0.74,0,0.84
2017,2020 Trustees Report,116,0.77,0,0.78,0.77,0,0.78
2017,2020 Trustees Report,117,0.81,0,0.72,0.81,0,0.72
2017,2020 Trustees Report,118,0.85,0,0.66,0.85,0,0.66
2017,2020 Trustees Report,119,0.9,0,0.61,0.9,0,0.61
2019,2021 and 2022 Trustees Report,0,0.01,100000,76.23,0.01,100000,81.28
2019,2021 and 2022 Trustees Report,1,0,99392,75.69,0,99495,80.69
2019,2021 and 2022 Trustees Report,2,0,99350,74.73,0,99461,79.72
2019,2021 and 2022 Trustees Report,3,0,99324,73.75,0,99440,78.74
2019,2021 and 2022 Trustees Report,4,0,99305,72.76,0,99423,77.75
2019,2021 and 2022 Trustees Report,5,0,99289,71.77,0,99409,76.76
2019,2021 and 2022 Trustees Report,6,0,99275,70.78,0,99397,75.77
2019,2021 and 2022 Trustees Report,7,0,99262,69.79,0,99386,74.78
2019,2021 and 2022 Trustees Report,8,0,99249,68.8,0,99376,73.79
2019,2021 and 2022 Trustees Report,9,0,99238,67.81,0,99366,72.79
2019,2021 and 2022 Trustees Report,10,0,99227,66.81,0,99357,71.8
2019,2021 and 2022 Trustees Report,11,0,99218,65.82,0,99347,70.81
2019,2021 and 2022 Trustees Report,12,0,99207,64.83,0,99337,69.81
2019,2021 and 2022 Trustees Report,13,0,99193,63.84,0,99326,68.82
2019,2021 and 2022 Trustees Report,14,0,99171,62.85,0,99312,67.83
2019,2021 and 2022 Trustees Report,15,0,99139,61.87,0,99295,66.84
2019,2021 and 2022 Trustees Report,16,0,99096,60.9,0,99275,65.86
2019,2021 and 2022 Trustees Report,17,0,99041,59.93,0,99251,64.87
2019,2021 and 2022 Trustees Report,18,0,98974,58.97,0,99223,63.89
2019,2021 and 2022 Trustees Report,19,0,98894,58.02,0,99192,62.91
2019,2021 and 2022 Trustees Report,20,0,98801,57.07,0,99156,61.93
2019,2021 and 2022 Trustees Report,21,0,98695,56.13,0,99116,60.96
2019,2021 and 2022 Trustees Report,22,0,98575,55.2,0,99071,59.99
2019,2021 and 2022 Trustees Report,23,0,98444,54.27,0,99022,59.02
2019,2021 and 2022 Trustees Report,24,0,98306,53.35,0,98971,58.05
2019,2021 and 2022 Trustees Report,25,0,98162,52.43,0,98916,57.08
2019,2021 and 2022 Trustees Report,26,0,98014,51.51,0,98859,56.11
2019,2021 and 2022 Trustees Report,27,0,97861,50.58,0,98800,55.14
2019,2021 and 2022 Trustees Report,28,0,97703,49.67,0,98736,54.18
2019,2021 and 2022 Trustees Report,29,0,97540,48.75,0,98668,53.22
2019,2021 and 2022 Trustees Report,30,0,97371,47.83,0,98594,52.26
2019,2021 and 2022 Trustees Report,31,0,97196,46.92,0,98514,51.3
2019,2021 and 2022 Trustees Report,32,0,97015,46,0,98428,50.34
2019,2021 and 2022 Trustees Report,33,0,96828,45.09,0,98336,49.39
2019,2021 and 2022 Trustees Report,34,0,96635,44.18,0,98239,48.44
2019,2021 and 2022 Trustees Report,35,0,96435,43.27,0,98136,47.49
2019,2021 and 2022 Trustees Report,36,0,96228,42.36,0,98028,46.54
2019,2021 and 2022 Trustees Report,37,0,96013,41.46,0,97913,45.59
2019,2021 and 2022 Trustees Report,38,0,95791,40.55,0,97792,44.65
2019,2021 and 2022 Trustees Report,39,0,95561,39.65,0,97665,43.71
2019,2021 and 2022 Trustees Report,40,0,95324,38.75,0,97532,42.76
2019,2021 and 2022 Trustees Report,41,0,95078,37.84,0,97394,41.83
2019,2021 and 2022 Trustees Report,42,0,94821,36.95,0,97247,40.89
2019,2021 and 2022 Trustees Report,43,0,94553,36.05,0,97092,39.95
2019,2021 and 2022 Trustees Report,44,0,94272,35.16,0,96926,39.02
2019,2021 and 2022 Trustees Report,45,0,93975,34.26,0,96748,38.09
2019,2021 and 2022 Trustees Report,46,0,93661,33.38,0,96556,37.17
2019,2021 and 2022 Trustees Report,47,0,93327,32.5,0,96348,36.24
2019,2021 and 2022 Trustees Report,48,0,92970,31.62,0,96123,35.33
2019,2021 and 2022 Trustees Report,49,0,92585,30.75,0,95880,34.42
2019,2021 and 2022 Trustees Report,50,0,92168,29.88,0,95617,33.51
2019,2021 and 2022 Trustees Report,51,0.01,91718,29.03,0,95332,32.61
2019,2021 and 2022 Trustees Report,52,0.01,91230,28.18,0,95023,31.71
2019,2021 and 2022 Trustees Report,53,0.01,90700,27.34,0,94688,30.82
2019,2021 and 2022 Trustees Report,54,0.01,90123,26.51,0,94323,29.94
2019,2021 and 2022 Trustees Report,55,0.01,89495,25.7,0,93926,29.06
2019,2021 and 2022 Trustees Report,56,0.01,88812,24.89,0,93495,28.2
2019,2021 and 2022 Trustees Report,57,0.01,88074,24.1,0.01,93028,27.34
2019,2021 and 2022 Trustees Report,58,0.01,87277,23.31,0.01,92523,26.48
2019,2021 and 2022 Trustees Report,59,0.01,86421,22.54,0.01,91980,25.64
2019,2021 and 2022 Trustees Report,60,0.01,85506,21.77,0.01,91396,24.8
2019,2021 and 2022 Trustees Report,61,0.01,84527,21.02,0.01,90767,23.96
2019,2021 and 2022 Trustees Report,62,0.01,83483,20.28,0.01,90091,23.14
2019,2021 and 2022 Trustees Report,63,0.01,82377,19.54,0.01,89370,22.32
2019,2021 and 2022 Trustees Report,64,0.01,81214,18.81,0.01,88609,21.51
2019,2021 and 2022 Trustees Report,65,0.02,79996,18.09,0.01,87809,20.7
2019,2021 and 2022 Trustees Report,66,0.02,78717,17.38,0.01,86965,19.9
2019,2021 and 2022 Trustees Report,67,0.02,77371,16.67,0.01,86067,19.1
2019,2021 and 2022 Trustees Report,68,0.02,75956,15.97,0.01,85107,18.31
2019,2021 and 2022 Trustees Report,69,0.02,74475,15.28,0.01,84073,17.53
2019,2021 and 2022 Trustees Report,70,0.02,72924,14.6,0.01,82955,16.76
2019,2021 and 2022 Trustees Report,71,0.02,71293,13.92,0.02,81739,16
2019,2021 and 2022 Trustees Report,72,0.03,69570,13.25,0.02,80414,15.26
2019,2021 and 2022 Trustees Report,73,0.03,67744,12.59,0.02,78975,14.52
2019,2021 and 2022 Trustees Report,74,0.03,65804,11.95,0.02,77419,13.81
2019,2021 and 2022 Trustees Report,75,0.03,63739,11.32,0.02,75739,13.1
2019,2021 and 2022 Trustees Report,76,0.04,61534,10.71,0.03,73916,12.41
2019,2021 and 2022 Trustees Report,77,0.04,59181,10.12,0.03,71934,11.74
2019,2021 and 2022 Trustees Report,78,0.05,56686,9.54,0.03,69788,11.09
2019,2021 and 2022 Trustees Report,79,0.05,54059,8.98,0.04,67476,10.45
2019,2021 and 2022 Trustees Report,80,0.06,51307,8.43,0.04,64992,9.83
2019,2021 and 2022 Trustees Report,81,0.06,48423,7.91,0.05,62321,9.23
2019,2021 and 2022 Trustees Report,82,0.07,45405,7.4,0.05,59449,8.65
2019,2021 and 2022 Trustees Report,83,0.08,42264,6.91,0.06,56378,8.09
2019,2021 and 2022 Trustees Report,84,0.09,39016,6.44,0.06,53116,7.56
2019,2021 and 2022 Trustees Report,85,0.1,35684,6,0.07,49672,7.05
2019,2021 and 2022 Trustees Report,86,0.11,32293,5.58,0.08,46061,6.56
2019,2021 and 2022 Trustees Report,87,0.12,28878,5.18,0.09,42304,6.1
2019,2021 and 2022 Trustees Report,88,0.13,25477,4.8,0.1,38429,5.67
2019,2021 and 2022 Trustees Report,89,0.15,22138,4.45,0.12,34480,5.26
2019,2021 and 2022 Trustees Report,90,0.16,18913,4.12,0.13,30509,4.88
2019,2021 and 2022 Trustees Report,91,0.18,15857,3.82,0.14,26581,4.53
2019,2021 and 2022 Trustees Report,92,0.2,13022,3.54,0.16,22766,4.2
2019,2021 and 2022 Trustees Report,93,0.22,10453,3.29,0.18,19135,3.9
2019,2021 and 2022 Trustees Report,94,0.24,8184,3.06,0.19,15756,3.63
2019,2021 and 2022 Trustees Report,95,0.26,6237,2.87,0.21,12686,3.39
2019,2021 and 2022 Trustees Report,96,0.28,4624,2.69,0.23,9981,3.18
2019,2021 and 2022 Trustees Report,97,0.3,3335,2.54,0.25,7670,2.98
2019,2021 and 2022 Trustees Report,98,0.32,2341,2.4,0.27,5756,2.81
2019,2021 and 2022 Trustees Report,99,0.33,1603,2.28,0.28,4222,2.65
2019,2021 and 2022 Trustees Report,100,0.35,1072,2.16,0.3,3029,2.49
2019,2021 and 2022 Trustees Report,101,0.37,699,2.05,0.32,2121,2.35
2019,2021 and 2022 Trustees Report,102,0.38,444,1.94,0.34,1448,2.21
2019,2021 and 2022 Trustees Report,103,0.4,273,1.83,0.36,961,2.07
2019,2021 and 2022 Trustees Report,104,0.42,163,1.73,0.38,618,1.94
2019,2021 and 2022 Trustees Report,105,0.44,94,1.64,0.4,384,1.82
2019,2021 and 2022 Trustees Report,106,0.47,52,1.54,0.42,230,1.7
2019,2021 and 2022 Trustees Report,107,0.49,28,1.45,0.45,132,1.59
2019,2021 and 2022 Trustees Report,108,0.51,14,1.37,0.48,73,1.48
2019,2021 and 2022 Trustees Report,109,0.54,7,1.29,0.51,38,1.38
2019,2021 and 2022 Trustees Report,110,0.57,3,1.21,0.54,19,1.28
2019,2021 and 2022 Trustees Report,111,0.6,1,1.13,0.57,9,1.19
2019,2021 and 2022 Trustees Report,112,0.62,1,1.06,0.6,4,1.1
2019,2021 and 2022 Trustees Report,113,0.66,0,0.99,0.64,1,1.02
2019,2021 and 2022 Trustees Report,114,0.69,0,0.92,0.68,1,0.94
2019,2021 and 2022 Trustees Report,115,0.72,0,0.86,0.72,0,0.87
2019,2021 and 2022 Trustees Report,116,0.76,0,0.8,0.76,0,0.8
2019,2021 and 2022 Trustees Report,117,0.8,0,0.74,0.8,0,0.74
2019,2021 and 2022 Trustees Report,118,0.84,0,0.68,0.84,0,0.68
2019,2021 and 2022 Trustees Report,119,0.88,0,0.63,0.88,0,0.63
2020,2023 Trustees Report,0,0.01,100000,74.12,0,100000,79.78
2020,2023 Trustees Report,1,0,99416,73.55,0,99509,79.17
2020,2023 Trustees Report,2,0,99376,72.58,0,99478,78.19
2020,2023 Trustees Report,3,0,99350,71.6,0,99458,77.21
2020,2023 Trustees Report,4,0,99330,70.62,0,99442,76.22
2020,2023 Trustees Report,5,0,99313,69.63,0,99430,75.23
2020,2023 Trustees Report,6,0,99299,68.64,0,99419,74.24
2020,2023 Trustees Report,7,0,99287,67.65,0,99409,73.25
2020,2023 Trustees Report,8,0,99276,66.65,0,99399,72.25
2020,2023 Trustees Report,9,0,99265,65.66,0,99390,71.26
2020,2023 Trustees Report,10,0,99254,64.67,0,99381,70.27
2020,2023 Trustees Report,11,0,99241,63.68,0,99372,69.27
2020,2023 Trustees Report,12,0,99227,62.69,0,99362,68.28
2020,2023 Trustees Report,13,0,99209,61.7,0,99349,67.29
2020,2023 Trustees Report,14,0,99187,60.71,0,99335,66.3
2020,2023 Trustees Report,15,0,99156,59.73,0,99318,65.31
2020,2023 Trustees Report,16,0,99113,58.76,0,99297,64.32
2020,2023 Trustees Report,17,0,99053,57.79,0,99271,63.34
2020,2023 Trustees Report,18,0,98972,56.84,0,99240,62.36
2020,2023 Trustees Report,19,0,98868,55.9,0,99202,61.38
2020,2023 Trustees Report,20,0,98745,54.97,0,99159,60.41
2020,2023 Trustees Report,21,0,98607,54.04,0,99111,59.44
2020,2023 Trustees Report,22,0,98456,53.12,0,99058,58.47
2020,2023 Trustees Report,23,0,98298,52.21,0,99001,57.5
2020,2023 Trustees Report,24,0,98132,51.3,0,98940,56.54
2020,2023 Trustees Report,25,0,97961,50.39,0,98875,55.58
2020,2023 Trustees Report,26,0,97783,49.48,0,98806,54.61
2020,2023 Trustees Report,27,0,97599,48.57,0,98732,53.66
2020,2023 Trustees Report,28,0,97406,47.66,0,98654,52.7
2020,2023 Trustees Report,29,0,97205,46.76,0,98570,51.74
2020,2023 Trustees Report,30,0,96994,45.86,0,98480,50.79
2020,2023 Trustees Report,31,0,96773,44.97,0,98383,49.84
2020,2023 Trustees Report,32,0,96544,44.07,0,98281,48.89
2020,2023 Trustees Report,33,0,96308,43.18,0,98171,47.94
2020,2023 Trustees Report,34,0,96066,42.29,0,98055,47
2020,2023 Trustees Report,35,0,95817,41.39,0,97933,46.06
2020,2023 Trustees Report,36,0,95561,40.5,0,97805,45.12
2020,2023 Trustees Report,37,0,95294,39.62,0,97670,44.18
2020,2023 Trustees Report,38,0,95016,38.73,0,97526,43.24
2020,2023 Trustees Report,39,0,94725,37.85,0,97375,42.31
2020,2023 Trustees Report,40,0,94422,36.97,0,97215,41.38
2020,2023 Trustees Report,41,0,94107,36.09,0,97047,40.45
2020,2023 Trustees Report,42,0,93781,35.21,0,96867,39.52
2020,2023 Trustees Report,43,0,93445,34.34,0,96678,38.6
2020,2023 Trustees Report,44,0,93096,33.46,0,96478,37.68
2020,2023 Trustees Report,45,0,92732,32.59,0,96264,36.76
2020,2023 Trustees Report,46,0,92348,31.73,0,96035,35.85
2020,2023 Trustees Report,47,0,91937,30.87,0,95788,34.94
2020,2023 Trustees Report,48,0.01,91493,30.01,0,95522,34.04
2020,2023 Trustees Report,49,0.01,91016,29.17,0,95237,33.14
2020,2023 Trustees Report,50,0.01,90507,28.33,0,94931,32.24
2020,2023 Trustees Report,51,0.01,89964,27.5,0,94601,31.35
2020,2023 Trustees Report,52,0.01,89380,26.67,0,94242,30.47
2020,2023 Trustees Report,53,0.01,88747,25.86,0,93852,29.59
2020,2023 Trustees Report,54,0.01,88062,25.06,0,93430,28.72
2020,2023 Trustees Report,55,0.01,87323,24.27,0.01,92975,27.86
2020,2023 Trustees Report,56,0.01,86528,23.48,0.01,92486,27.01
2020,2023 Trustees Report,57,0.01,85673,22.71,0.01,91958,26.16
2020,2023 Trustees Report,58,0.01,84757,21.95,0.01,91385,25.32
2020,2023 Trustees Report,59,0.01,83777,21.21,0.01,90768,24.49
2020,2023 Trustees Report,60,0.01,82730,20.47,0.01,90103,23.67
2020,2023 Trustees Report,61,0.01,81614,19.74,0.01,89389,22.85
2020,2023 Trustees Report,62,0.02,80423,19.03,0.01,88625,22.04
2020,2023 Trustees Report,63,0.02,79160,18.32,0.01,87812,21.24
2020,2023 Trustees Report,64,0.02,77828,17.63,0.01,86948,20.45
2020,2023 Trustees Report,65,0.02,76434,16.94,0.01,86032,19.66
2020,2023 Trustees Report,66,0.02,74986,16.26,0.01,85063,18.88
2020,2023 Trustees Report,67,0.02,73479,15.58,0.01,84037,18.1
2020,2023 Trustees Report,68,0.02,71910,14.91,0.01,82945,17.34
2020,2023 Trustees Report,69,0.02,70274,14.24,0.02,81781,16.58
2020,2023 Trustees Report,70,0.03,68565,13.59,0.02,80537,15.82
2020,2023 Trustees Report,71,0.03,66773,12.94,0.02,79197,15.08
2020,2023 Trustees Report,72,0.03,64895,12.3,0.02,77748,14.36
2020,2023 Trustees Report,73,0.03,62919,11.67,0.02,76180,13.64
2020,2023 Trustees Report,74,0.04,60827,11.05,0.03,74479,12.94
2020,2023 Trustees Report,75,0.04,58578,10.46,0.03,72615,12.26
2020,2023 Trustees Report,76,0.04,56198,9.88,0.03,70603,11.6
2020,2023 Trustees Report,77,0.05,53685,9.32,0.03,68440,10.95
2020,2023 Trustees Report,78,0.05,51047,8.77,0.04,66120,10.31
2020,2023 Trustees Report,79,0.06,48277,8.25,0.04,63618,9.7
2020,2023 Trustees Report,80,0.07,45397,7.74,0.05,60931,9.1
2020,2023 Trustees Report,81,0.07,42420,7.25,0.05,58058,8.53
2020,2023 Trustees Report,82,0.08,39360,6.77,0.06,55007,7.98
2020,2023 Trustees Report,83,0.09,36224,6.31,0.07,51779,7.44
2020,2023 Trustees Report,84,0.1,33015,5.88,0.07,48372,6.93
2020,2023 Trustees Report,85,0.11,29767,5.47,0.08,44790,6.44
2020,2023 Trustees Report,86,0.12,26518,5.07,0.09,41054,5.99
2020,2023 Trustees Report,87,0.13,23316,4.7,0.1,37203,5.55
2020,2023 Trustees Report,88,0.15,20197,4.35,0.12,33299,5.15
2020,2023 Trustees Report,89,0.16,17200,4.02,0.13,29388,4.76
2020,2023 Trustees Report,90,0.18,14370,3.72,0.15,25522,4.41
2020,2023 Trustees Report,91,0.2,11746,3.44,0.16,21771,4.08
2020,2023 Trustees Report,92,0.22,9364,3.18,0.18,18209,3.78
2020,2023 Trustees Report,93,0.25,7269,2.96,0.2,14903,3.51
2020,2023 Trustees Report,94,0.27,5487,2.75,0.22,11912,3.27
2020,2023 Trustees Report,95,0.29,4023,2.57,0.24,9292,3.05
2020,2023 Trustees Report,96,0.31,2862,2.42,0.26,7067,2.85
2020,2023 Trustees Report,97,0.33,1975,2.28,0.28,5237,2.68
2020,2023 Trustees Report,98,0.35,1323,2.15,0.3,3780,2.52
2020,2023 Trustees Report,99,0.37,861,2.04,0.31,2657,2.37
2020,2023 Trustees Report,100,0.38,545,1.93,0.33,1821,2.23
2020,2023 Trustees Report,101,0.4,335,1.83,0.35,1214,2.09
2020,2023 Trustees Report,102,0.42,200,1.73,0.37,784,1.96
2020,2023 Trustees Report,103,0.45,115,1.63,0.4,490,1.84
2020,2023 Trustees Report,104,0.47,64,1.54,0.42,296,1.72
2020,2023 Trustees Report,105,0.49,34,1.45,0.45,171,1.61
2020,2023 Trustees Report,106,0.52,17,1.36,0.47,95,1.5
2020,2023 Trustees Report,107,0.54,8,1.28,0.5,50,1.4
2020,2023 Trustees Report,108,0.57,4,1.2,0.53,25,1.3
2020,2023 Trustees Report,109,0.6,2,1.13,0.56,12,1.21
2020,2023 Trustees Report,110,0.63,1,1.05,0.6,5,1.12
2020,2023 Trustees Report,111,0.66,0,0.98,0.63,2,1.03
2020,2023 Trustees Report,112,0.69,0,0.92,0.67,1,0.95
2020,2023 Trustees Report,113,0.73,0,0.85,0.71,0,0.88
2020,2023 Trustees Report,114,0.76,0,0.79,0.75,0,0.8
2020,2023 Trustees Report,115,0.8,0,0.74,0.8,0,0.74
2020,2023 Trustees Report,116,0.84,0,0.68,0.84,0,0.68
2020,2023 Trustees Report,117,0.88,0,0.63,0.88,0,0.63
2020,2023 Trustees Report,118,0.93,0,0.58,0.93,0,0.58
2020,2023 Trustees Report,119,0.97,0,0.53,0.97,0,0.53
2021,2024 Trustees Report,0.01,100000,73.54,0.01,100000,79.3
2021,2024 Trustees Report,0,99414,72.97,0,99494,78.7
2021,2024 Trustees Report,0,99372,72,0,99455,77.74
2021,2024 Trustees Report,0,99345,71.02,0,99432,76.75
2021,2024 Trustees Report,0,99323,70.04,0,99415,75.77
2021,2024 Trustees Report,0,99304,69.05,0,99400,74.78
2021,2024 Trustees Report,0,99289,68.06,0,99388,73.79
2021,2024 Trustees Report,0,99275,67.07,0,99378,72.79
2021,2024 Trustees Report,0,99262,66.08,0,99367,71.8
2021,2024 Trustees Report,0,99250,65.09,0,99358,70.81
2021,2024 Trustees Report,0,99238,64.1,0,99348,69.82
2021,2024 Trustees Report,0,99225,63.1,0,99338,68.82
2021,2024 Trustees Report,0,99211,62.11,0,99327,67.83
2021,2024 Trustees Report,0,99195,61.12,0,99314,66.84
2021,2024 Trustees Report,0,99173,60.14,0,99298,65.85
2021,2024 Trustees Report,0,99143,59.16,0,99279,64.86
2021,2024 Trustees Report,0,99098,58.18,0,99256,63.88
2021,2024 Trustees Report,0,99035,57.22,0,99227,62.9
2021,2024 Trustees Report,0,98949,56.27,0,99192,61.92
2021,2024 Trustees Report,0,98840,55.33,0,99150,60.94
2021,2024 Trustees Report,0,98715,54.4,0,99105,59.97
2021,2024 Trustees Report,0,98579,53.47,0,99055,59
2021,2024 Trustees Report,0,98433,52.55,0,98999,58.03
2021,2024 Trustees Report,0,98275,51.64,0,98939,57.07
2021,2024 Trustees Report,0,98106,50.72,0,98873,56.11
2021,2024 Trustees Report,0,97926,49.82,0,98802,55.15
2021,2024 Trustees Report,0,97734,48.91,0,98725,54.19
2021,2024 Trustees Report,0,97530,48.01,0,98643,53.23
2021,2024 Trustees Report,0,97316,47.12,0,98555,52.28
2021,2024 Trustees Report,0,97089,46.23,0,98462,51.33
2021,2024 Trustees Report,0,96850,45.34,0,98361,50.38
2021,2024 Trustees Report,0,96601,44.46,0,98252,49.44
2021,2024 Trustees Report,0,96342,43.57,0,98135,48.5
2021,2024 Trustees Report,0,96073,42.69,0,98008,47.56
2021,2024 Trustees Report,0,95797,41.82,0,97873,46.62
2021,2024 Trustees Report,0,95512,40.94,0,97730,45.69
2021,2024 Trustees Report,0,95218,40.06,0,97579,44.76
2021,2024 Trustees Report,0,94916,39.19,0,97420,43.83
2021,2024 Trustees Report,0,94603,38.32,0,97252,42.91
2021,2024 Trustees Report,0,94277,37.45,0,97075,41.98
2021,2024 Trustees Report,0,93937,36.58,0,96887,41.07
2021,2024 Trustees Report,0,93582,35.72,0,96687,40.15
2021,2024 Trustees Report,0,93211,34.86,0,96474,39.24
2021,2024 Trustees Report,0,92825,34,0,96247,38.33
2021,2024 Trustees Report,0,92423,33.15,0,96008,37.42
2021,2024 Trustees Report,0,92003,32.3,0,95756,36.52
2021,2024 Trustees Report,0.01,91564,31.45,0,95489,35.62
2021,2024 Trustees Report,0.01,91100,30.61,0,95203,34.73
2021,2024 Trustees Report,0.01,90608,29.77,0,94897,33.84
2021,2024 Trustees Report,0.01,90083,28.94,0,94568,32.95
2021,2024 Trustees Report,0.01,89523,28.12,0,94215,32.07
2021,2024 Trustees Report,0.01,88926,27.3,0,93837,31.2
2021,2024 Trustees Report,0.01,88289,26.5,0,93433,30.33
2021,2024 Trustees Report,0.01,87606,25.7,0,93000,29.47
2021,2024 Trustees Report,0.01,86874,24.91,0.01,92537,28.62
2021,2024 Trustees Report,0.01,86089,24.14,0.01,92040,27.77
2021,2024 Trustees Report,0.01,85248,23.37,0.01,91503,26.93
2021,2024 Trustees Report,0.01,84347,22.61,0.01,90924,26.1
2021,2024 Trustees Report,0.01,83386,21.87,0.01,90303,25.27
2021,2024 Trustees Report,0.01,82361,21.13,0.01,89635,24.46
2021,2024 Trustees Report,0.01,81272,20.41,0.01,88915,23.65
2021,2024 Trustees Report,0.02,80112,19.7,0.01,88142,22.86
2021,2024 Trustees Report,0.02,78882,19,0.01,87313,22.07
2021,2024 Trustees Report,0.02,77582,18.31,0.01,86427,21.29
2021,2024 Trustees Report,0.02,76215,17.63,0.01,85490,20.52
2021,2024 Trustees Report,0.02,74786,16.95,0.01,84502,19.75
2021,2024 Trustees Report,0.02,73296,16.29,0.01,83470,18.99
2021,2024 Trustees Report,0.02,71749,15.63,0.01,82389,18.23
2021,2024 Trustees Report,0.02,70141,14.98,0.01,81248,17.48
2021,2024 Trustees Report,0.03,68468,14.33,0.02,80041,16.74
2021,2024 Trustees Report,0.03,66732,13.69,0.02,78758,16
2021,2024 Trustees Report,0.03,64927,13.06,0.02,77393,15.27
2021,2024 Trustees Report,0.03,63046,12.43,0.02,75934,14.56
2021,2024 Trustees Report,0.03,61080,11.82,0.02,74369,13.85
2021,2024 Trustees Report,0.04,59018,11.21,0.02,72686,13.16
2021,2024 Trustees Report,0.04,56849,10.62,0.03,70872,12.49
2021,2024 Trustees Report,0.04,54543,10.05,0.03,68895,11.83
2021,2024 Trustees Report,0.05,52126,9.49,0.03,66764,11.19
2021,2024 Trustees Report,0.05,49598,8.95,0.04,64485,10.57
2021,2024 Trustees Report,0.06,46958,8.42,0.04,62059,9.96
2021,2024 Trustees Report,0.06,44198,7.92,0.05,59469,9.38
2021,2024 Trustees Report,0.07,41342,7.43,0.05,56714,8.81
2021,2024 Trustees Report,0.08,38409,6.96,0.06,53803,8.26
2021,2024 Trustees Report,0.09,35420,6.5,0.06,50741,7.73
2021,2024 Trustees Report,0.09,32385,6.07,0.07,47530,7.21
2021,2024 Trustees Report,0.11,29314,5.65,0.08,44170,6.72
2021,2024 Trustees Report,0.12,26234,5.26,0.09,40672,6.26
2021,2024 Trustees Report,0.13,23175,4.88,0.1,37065,5.82
2021,2024 Trustees Report,0.14,20178,4.53,0.11,33386,5.41
2021,2024 Trustees Report,0.16,17298,4.21,0.12,29698,5.02
2021,2024 Trustees Report,0.17,14571,3.9,0.14,26043,4.65
2021,2024 Trustees Report,0.19,12029,3.62,0.15,22471,4.31
2021,2024 Trustees Report,0.21,9707,3.36,0.17,19042,3.99
2021,2024 Trustees Report,0.23,7640,3.14,0.19,15814,3.71
2021,2024 Trustees Report,0.25,5863,2.94,0.21,12847,3.45
2021,2024 Trustees Report,0.27,4386,2.76,0.23,10192,3.22
2021,2024 Trustees Report,0.29,3198,2.6,0.25,7890,3.01
2021,2024 Trustees Report,0.31,2271,2.45,0.26,5956,2.82
2021,2024 Trustees Report,0.33,1572,2.32,0.28,4385,2.66
2021,2024 Trustees Report,0.34,1060,2.2,0.3,3149,2.5
2021,2024 Trustees Report,0.36,698,2.09,0.32,2208,2.35
2021,2024 Trustees Report,0.38,448,1.98,0.34,1509,2.21
2021,2024 Trustees Report,0.4,279,1.87,0.36,1003,2.08
